NEIGHBOURHOOD_158,HOOD_158,OFFENCE_YEAR,OFFENCE_CATEGORY,Total_Tickets
Woburn North,142,2018,All CAIA,186
Woburn North,142,2018,Distracted Driving,75
Woburn North,142,2018,Other HTA,716
Woburn North,142,2018,Speeding,242
Woburn North,142,2019,Aggressive Driving,291
Woburn North,142,2019,All CAIA,145
Woburn North,142,2019,Distracted Driving,55
Woburn North,142,2019,Other HTA,521
Woburn North,142,2019,Speeding,172
Woburn North,142,2020,Aggressive Driving,212
Woburn North,142,2020,All CAIA,119
Woburn North,142,2020,Distracted Driving,29
Woburn North,142,2020,Other HTA,399
Woburn North,142,2020,Speeding,465
Woburn North,142,2021,Aggressive Driving,225
Woburn North,142,2021,All CAIA,157
Woburn North,142,2021,Distracted Driving,45
Woburn North,142,2021,Other HTA,409
Woburn North,142,2021,Speeding,673
Woburn North,142,2022,Aggressive Driving,253
Woburn North,142,2022,All CAIA,120
Woburn North,142,2022,Distracted Driving,56
Woburn North,142,2022,Other HTA,376
Woburn North,142,2022,Speeding,497
Woburn North,142,2023,Aggressive Driving,378
Woburn North,142,2023,All CAIA,134
Woburn North,142,2023,Distracted Driving,57
Woburn North,142,2023,Other HTA,471
Woburn North,142,2023,Speeding,278
Woodbine Corridor,64,2014,Aggressive Driving,148
Woodbine Corridor,64,2014,All CAIA,62
Woodbine Corridor,64,2014,Distracted Driving,23
Woodbine Corridor,64,2014,Other HTA,245
Woodbine Corridor,64,2014,Speeding,7
Woodbine Corridor,64,2015,Aggressive Driving,298
Woodbine Corridor,64,2015,All CAIA,105
Woodbine Corridor,64,2015,Distracted Driving,44
Woodbine Corridor,64,2015,Other HTA,332
Woodbine Corridor,64,2015,Speeding,19
Woodbine Corridor,64,2016,Aggressive Driving,278
Woodbine Corridor,64,2016,All CAIA,119
Woodbine Corridor,64,2016,Distracted Driving,31
Woodbine Corridor,64,2016,Other HTA,306
Woodbine Corridor,64,2016,Speeding,21
Woodbine Corridor,64,2017,Aggressive Driving,383
Woodbine Corridor,64,2017,All CAIA,112
Woodbine Corridor,64,2017,Distracted Driving,26
Woodbine Corridor,64,2017,Other HTA,381
Woodbine Corridor,64,2017,Speeding,12
Woodbine Corridor,64,2018,Aggressive Driving,143
Woodbine Corridor,64,2018,All CAIA,75
Woodbine Corridor,64,2018,Distracted Driving,29
Woodbine Corridor,64,2018,Other HTA,266
Woodbine Corridor,64,2018,Speeding,43
Woodbine Corridor,64,2019,Aggressive Driving,228
Woodbine Corridor,64,2019,All CAIA,107
Woodbine Corridor,64,2019,Distracted Driving,29
Woodbine Corridor,64,2019,Other HTA,374
Woodbine Corridor,64,2019,Speeding,16
Woodbine Corridor,64,2020,Aggressive Driving,284
Woodbine Corridor,64,2020,All CAIA,76
Woodbine Corridor,64,2020,Distracted Driving,10
Woodbine Corridor,64,2020,Other HTA,243
Woodbine Corridor,64,2020,Speeding,44
Woodbine Corridor,64,2021,Aggressive Driving,256
Woodbine Corridor,64,2021,All CAIA,72
Woodbine Corridor,64,2021,Distracted Driving,23
Woodbine Corridor,64,2021,Other HTA,203
Woodbine Corridor,64,2021,Speeding,23
Woodbine Corridor,64,2022,Aggressive Driving,150
Woodbine Corridor,64,2022,All CAIA,37
Woodbine Corridor,64,2022,Distracted Driving,15
Woodbine Corridor,64,2022,Other HTA,137
Woodbine Corridor,64,2022,Speeding,10
Woodbine Corridor,64,2023,Aggressive Driving,86
Woodbine Corridor,64,2023,All CAIA,15
Woodbine Corridor,64,2023,Distracted Driving,4
Woodbine Corridor,64,2023,Other HTA,74
Woodbine Corridor,64,2023,Speeding,3
Woodbine-Lumsden,60,2014,Aggressive Driving,47
Woodbine-Lumsden,60,2014,All CAIA,33
Woodbine-Lumsden,60,2014,Distracted Driving,24
Woodbine-Lumsden,60,2014,Other HTA,121
Woodbine-Lumsden,60,2014,Speeding,19
Woodbine-Lumsden,60,2015,Aggressive Driving,46
Woodbine-Lumsden,60,2015,All CAIA,32
Woodbine-Lumsden,60,2015,Distracted Driving,55
Woodbine-Lumsden,60,2015,Other HTA,106
Woodbine-Lumsden,60,2015,Speeding,8
Woodbine-Lumsden,60,2016,Aggressive Driving,72
Woodbine-Lumsden,60,2016,All CAIA,44
Woodbine-Lumsden,60,2016,Distracted Driving,30
Woodbine-Lumsden,60,2016,Other HTA,142
Woodbine-Lumsden,60,2016,Speeding,18
Woodbine-Lumsden,60,2017,Aggressive Driving,55
Woodbine-Lumsden,60,2017,All CAIA,49
Woodbine-Lumsden,60,2017,Distracted Driving,24
Woodbine-Lumsden,60,2017,Other HTA,145
Woodbine-Lumsden,60,2017,Speeding,6
Woodbine-Lumsden,60,2018,Aggressive Driving,72
Woodbine-Lumsden,60,2018,All CAIA,50
Woodbine-Lumsden,60,2018,Distracted Driving,11
Woodbine-Lumsden,60,2018,Other HTA,148
Woodbine-Lumsden,60,2018,Speeding,10
Woodbine-Lumsden,60,2019,Aggressive Driving,78
Woodbine-Lumsden,60,2019,All CAIA,42
Woodbine-Lumsden,60,2019,Distracted Driving,5
Woodbine-Lumsden,60,2019,Other HTA,129
Woodbine-Lumsden,60,2019,Speeding,7
Woodbine-Lumsden,60,2020,Aggressive Driving,68
Woodbine-Lumsden,60,2020,All CAIA,18
Woodbine-Lumsden,60,2020,Distracted Driving,12
Woodbine-Lumsden,60,2020,Other HTA,72
Woodbine-Lumsden,60,2020,Speeding,6
Woodbine-Lumsden,60,2021,Aggressive Driving,59
Woodbine-Lumsden,60,2021,All CAIA,25
Woodbine-Lumsden,60,2021,Distracted Driving,20
Woodbine-Lumsden,60,2021,Other HTA,105
Woodbine-Lumsden,60,2021,Speeding,17
Woodbine-Lumsden,60,2022,Aggressive Driving,60
Woodbine-Lumsden,60,2022,All CAIA,26
Woodbine-Lumsden,60,2022,Distracted Driving,125
Woodbine-Lumsden,60,2022,Other HTA,172
Woodbine-Lumsden,60,2022,Speeding,34
Woodbine-Lumsden,60,2023,Aggressive Driving,66
Woodbine-Lumsden,60,2023,All CAIA,14
Woodbine-Lumsden,60,2023,Distracted Driving,44
Woodbine-Lumsden,60,2023,Other HTA,77
Woodbine-Lumsden,60,2023,Speeding,20
Wychwood,94,2014,Aggressive Driving,187
Wychwood,94,2014,All CAIA,81
Wychwood,94,2014,Distracted Driving,20
Wychwood,94,2014,Other HTA,252
Wychwood,94,2014,Speeding,2
Wychwood,94,2015,Aggressive Driving,194
Wychwood,94,2015,All CAIA,76
Wychwood,94,2015,Distracted Driving,28
Wychwood,94,2015,Other HTA,197
Wychwood,94,2015,Speeding,56
Wychwood,94,2016,Aggressive Driving,404
Wychwood,94,2016,All CAIA,98
Wychwood,94,2016,Distracted Driving,37
Wychwood,94,2016,Other HTA,283
Wychwood,94,2016,Speeding,42
Wychwood,94,2017,Aggressive Driving,415
Wychwood,94,2017,All CAIA,117
Wychwood,94,2017,Distracted Driving,23
Wychwood,94,2017,Other HTA,330
Wychwood,94,2017,Speeding,60
Wychwood,94,2018,Aggressive Driving,264
Wychwood,94,2018,All CAIA,76
Wychwood,94,2018,Distracted Driving,28
Wychwood,94,2018,Other HTA,223
Wychwood,94,2018,Speeding,95
Wychwood,94,2019,Aggressive Driving,163
Wychwood,94,2019,All CAIA,71
Wychwood,94,2019,Distracted Driving,20
Wychwood,94,2019,Other HTA,199
Wychwood,94,2020,Aggressive Driving,98
Wychwood,94,2020,All CAIA,29
Wychwood,94,2020,Distracted Driving,8
Wychwood,94,2020,Other HTA,83
Wychwood,94,2020,Speeding,11
Wychwood,94,2021,Aggressive Driving,75
Wychwood,94,2021,All CAIA,22
Wychwood,94,2021,Distracted Driving,7
Wychwood,94,2021,Other HTA,74
Wychwood,94,2021,Speeding,34
Wychwood,94,2022,Aggressive Driving,70
Wychwood,94,2022,All CAIA,27
Wychwood,94,2022,Distracted Driving,15
Wychwood,94,2022,Other HTA,73
Wychwood,94,2022,Speeding,14
Wychwood,94,2023,Aggressive Driving,55
Wychwood,94,2023,All CAIA,21
Wychwood,94,2023,Distracted Driving,9
Wychwood,94,2023,Other HTA,91
Wychwood,94,2023,Speeding,1
Yonge-Bay Corridor,170,2014,Aggressive Driving,1766
Yonge-Bay Corridor,170,2014,All CAIA,285
Yonge-Bay Corridor,170,2014,Distracted Driving,170
Yonge-Bay Corridor,170,2014,Other HTA,679
Yonge-Bay Corridor,170,2014,Speeding,13
Yonge-Bay Corridor,170,2015,Aggressive Driving,2500
Yonge-Bay Corridor,170,2015,All CAIA,366
Yonge-Bay Corridor,170,2015,Distracted Driving,315
Yonge-Bay Corridor,170,2015,Other HTA,925
Yonge-Bay Corridor,170,2015,Speeding,31
Yonge-Bay Corridor,170,2016,Aggressive Driving,1966
Yonge-Bay Corridor,170,2016,All CAIA,343
Yonge-Bay Corridor,170,2016,Distracted Driving,363
Yonge-Bay Corridor,170,2016,Other HTA,937
Yonge-Bay Corridor,170,2016,Speeding,80
Yonge-Bay Corridor,170,2017,Aggressive Driving,1940
Yonge-Bay Corridor,170,2017,All CAIA,391
Yonge-Bay Corridor,170,2017,Distracted Driving,895
Yonge-Bay Corridor,170,2017,Other HTA,1029
Yonge-Bay Corridor,170,2017,Speeding,362
Yonge-Bay Corridor,170,2018,Aggressive Driving,2290
Yonge-Bay Corridor,170,2018,All CAIA,447
Yonge-Bay Corridor,170,2018,Distracted Driving,533
Yonge-Bay Corridor,170,2018,Other HTA,1001
Yonge-Bay Corridor,170,2018,Speeding,729
Yonge-Bay Corridor,170,2019,Aggressive Driving,1574
Yonge-Bay Corridor,170,2019,All CAIA,398
Yonge-Bay Corridor,170,2019,Distracted Driving,700
Yonge-Bay Corridor,170,2019,Other HTA,1023
Yonge-Bay Corridor,170,2019,Speeding,730
Yonge-Bay Corridor,170,2020,Aggressive Driving,1038
Yonge-Bay Corridor,170,2020,All CAIA,188
Yonge-Bay Corridor,170,2020,Distracted Driving,266
Yonge-Bay Corridor,170,2020,Other HTA,523
Yonge-Bay Corridor,170,2020,Speeding,559
Yonge-Bay Corridor,170,2021,Aggressive Driving,1237
Yonge-Bay Corridor,170,2021,All CAIA,183
Yonge-Bay Corridor,170,2021,Distracted Driving,212
Yonge-Bay Corridor,170,2021,Other HTA,433
Yonge-Bay Corridor,170,2021,Speeding,277
Yonge-Bay Corridor,170,2022,Aggressive Driving,1292
Yonge-Bay Corridor,170,2022,All CAIA,201
Yonge-Bay Corridor,170,2022,Distracted Driving,218
Yonge-Bay Corridor,170,2022,Other HTA,543
Yonge-Bay Corridor,170,2022,Speeding,154
Yonge-Bay Corridor,170,2023,Aggressive Driving,2003
Yonge-Bay Corridor,170,2023,All CAIA,251
Yonge-Bay Corridor,170,2023,Distracted Driving,318
Yonge-Bay Corridor,170,2023,Other HTA,1138
Yonge-Bay Corridor,170,2023,Speeding,13
Yonge-Doris,151,2014,Aggressive Driving,254
Yonge-Doris,151,2014,All CAIA,114
Yonge-Doris,151,2014,Distracted Driving,91
Yonge-Doris,151,2014,Other HTA,297
Yonge-Doris,151,2014,Speeding,72
Yonge-Doris,151,2015,Aggressive Driving,209
Yonge-Doris,151,2015,All CAIA,188
Yonge-Doris,151,2015,Distracted Driving,150
Yonge-Doris,151,2015,Other HTA,447
Yonge-Doris,151,2015,Speeding,129
Yonge-Doris,151,2016,Aggressive Driving,126
Yonge-Doris,151,2016,All CAIA,159
Yonge-Doris,151,2016,Distracted Driving,85
Yonge-Doris,151,2016,Other HTA,432
Yonge-Doris,151,2016,Speeding,43
Yonge-Doris,151,2017,Aggressive Driving,334
Yonge-Doris,151,2017,All CAIA,252
Yonge-Doris,151,2017,Distracted Driving,100
Yonge-Doris,151,2017,Other HTA,505
Yonge-Doris,151,2017,Speeding,28
Yonge-Doris,151,2018,Aggressive Driving,309
Yonge-Doris,151,2018,All CAIA,215
Yonge-Doris,151,2018,Distracted Driving,53
Yonge-Doris,151,2018,Other HTA,533
Yonge-Doris,151,2018,Speeding,55
Yonge-Doris,151,2019,Aggressive Driving,176
Yonge-Doris,151,2019,All CAIA,184
Yonge-Doris,151,2019,Distracted Driving,72
Yonge-Doris,151,2019,Other HTA,437
Yonge-Doris,151,2019,Speeding,183
Yonge-Doris,151,2020,Aggressive Driving,114
Yonge-Doris,151,2020,All CAIA,102
Yonge-Doris,151,2020,Distracted Driving,19
Yonge-Doris,151,2020,Other HTA,269
Yonge-Doris,151,2020,Speeding,38
Yonge-Doris,151,2021,Aggressive Driving,70
Yonge-Doris,151,2021,All CAIA,67
Yonge-Doris,151,2021,Distracted Driving,13
Yonge-Doris,151,2021,Other HTA,180
Yonge-Doris,151,2021,Speeding,256
Yonge-Doris,151,2022,Aggressive Driving,79
Yonge-Doris,151,2022,All CAIA,53
Yonge-Doris,151,2022,Distracted Driving,33
Yonge-Doris,151,2022,Other HTA,234
Yonge-Doris,151,2022,Speeding,225
Yonge-Doris,151,2023,Aggressive Driving,107
Yonge-Doris,151,2023,All CAIA,69
Yonge-Doris,151,2023,Distracted Driving,54
Yonge-Doris,151,2023,Other HTA,348
Yonge-Doris,151,2023,Speeding,116
Yonge-Eglinton,100,2014,Aggressive Driving,255
Yonge-Eglinton,100,2014,All CAIA,93
Yonge-Eglinton,100,2014,Distracted Driving,48
Yonge-Eglinton,100,2014,Other HTA,170
Yonge-Eglinton,100,2014,Speeding,148
Yonge-Eglinton,100,2015,Aggressive Driving,334
Yonge-Eglinton,100,2015,All CAIA,101
Yonge-Eglinton,100,2015,Distracted Driving,50
Yonge-Eglinton,100,2015,Other HTA,208
Yonge-Eglinton,100,2015,Speeding,131
Yonge-Eglinton,100,2016,Aggressive Driving,526
Yonge-Eglinton,100,2016,All CAIA,168
Yonge-Eglinton,100,2016,Distracted Driving,34
Yonge-Eglinton,100,2016,Other HTA,248
Yonge-Eglinton,100,2016,Speeding,176
Yonge-Eglinton,100,2017,Aggressive Driving,802
Yonge-Eglinton,100,2017,All CAIA,164
Yonge-Eglinton,100,2017,Distracted Driving,30
Yonge-Eglinton,100,2017,Other HTA,350
Yonge-Eglinton,100,2017,Speeding,178
Yonge-Eglinton,100,2018,Aggressive Driving,897
Yonge-Eglinton,100,2018,All CAIA,145
Yonge-Eglinton,100,2018,Distracted Driving,35
Yonge-Eglinton,100,2018,Other HTA,305
Yonge-Eglinton,100,2018,Speeding,167
Yonge-Eglinton,100,2019,Aggressive Driving,678
Yonge-Eglinton,100,2019,All CAIA,109
Yonge-Eglinton,100,2019,Distracted Driving,22
Yonge-Eglinton,100,2019,Other HTA,243
Yonge-Eglinton,100,2019,Speeding,259
Yonge-Eglinton,100,2020,Aggressive Driving,478
Yonge-Eglinton,100,2020,All CAIA,78
Yonge-Eglinton,100,2020,Distracted Driving,14
Yonge-Eglinton,100,2020,Other HTA,196
Yonge-Eglinton,100,2020,Speeding,92
Yonge-Eglinton,100,2021,Aggressive Driving,307
Yonge-Eglinton,100,2021,All CAIA,70
Yonge-Eglinton,100,2021,Distracted Driving,14
Yonge-Eglinton,100,2021,Other HTA,191
Yonge-Eglinton,100,2021,Speeding,19
Yonge-Eglinton,100,2022,Aggressive Driving,285
Yonge-Eglinton,100,2022,All CAIA,38
Yonge-Eglinton,100,2022,Distracted Driving,30
Yonge-Eglinton,100,2022,Other HTA,168
Yonge-Eglinton,100,2022,Speeding,119
Yonge-Eglinton,100,2023,Aggressive Driving,433
Yonge-Eglinton,100,2023,All CAIA,64
Yonge-Eglinton,100,2023,Distracted Driving,11
Yonge-Eglinton,100,2023,Other HTA,217
Yonge-Eglinton,100,2023,Speeding,17
Yonge-St.Clair,97,2014,Aggressive Driving,50
Yonge-St.Clair,97,2014,All CAIA,24
Yonge-St.Clair,97,2014,Distracted Driving,21
Yonge-St.Clair,97,2014,Other HTA,109
Yonge-St.Clair,97,2014,Speeding,43
Yonge-St.Clair,97,2015,Aggressive Driving,238
Yonge-St.Clair,97,2015,All CAIA,39
Yonge-St.Clair,97,2015,Distracted Driving,17
Yonge-St.Clair,97,2015,Other HTA,109
Yonge-St.Clair,97,2015,Speeding,35
Yonge-St.Clair,97,2016,Aggressive Driving,168
Yonge-St.Clair,97,2016,All CAIA,61
Yonge-St.Clair,97,2016,Distracted Driving,28
Yonge-St.Clair,97,2016,Other HTA,181
Yonge-St.Clair,97,2016,Speeding,81
Yonge-St.Clair,97,2017,Aggressive Driving,164
Yonge-St.Clair,97,2017,All CAIA,97
Yonge-St.Clair,97,2017,Distracted Driving,40
Yonge-St.Clair,97,2017,Other HTA,185
Yonge-St.Clair,97,2017,Speeding,151
Yonge-St.Clair,97,2018,Aggressive Driving,47
Yonge-St.Clair,97,2018,All CAIA,45
Yonge-St.Clair,97,2018,Distracted Driving,44
Yonge-St.Clair,97,2018,Other HTA,139
Yonge-St.Clair,97,2018,Speeding,224
Yonge-St.Clair,97,2019,Aggressive Driving,337
Yonge-St.Clair,97,2019,All CAIA,53
Yonge-St.Clair,97,2019,Distracted Driving,62
Yonge-St.Clair,97,2019,Other HTA,162
Yonge-St.Clair,97,2019,Speeding,169
Yonge-St.Clair,97,2020,Aggressive Driving,59
Yonge-St.Clair,97,2020,All CAIA,71
Yonge-St.Clair,97,2020,Distracted Driving,32
Yonge-St.Clair,97,2020,Other HTA,196
Yonge-St.Clair,97,2020,Speeding,850
Yonge-St.Clair,97,2021,Aggressive Driving,82
Yonge-St.Clair,97,2021,All CAIA,37
Yonge-St.Clair,97,2021,Distracted Driving,17
Yonge-St.Clair,97,2021,Other HTA,118
Yonge-St.Clair,97,2021,Speeding,215
Yonge-St.Clair,97,2022,Aggressive Driving,70
Yonge-St.Clair,97,2022,All CAIA,20
Yonge-St.Clair,97,2022,Distracted Driving,31
Yonge-St.Clair,97,2022,Other HTA,76
Yonge-St.Clair,97,2022,Speeding,127
Yonge-St.Clair,97,2023,Aggressive Driving,73
Yonge-St.Clair,97,2023,All CAIA,21
Yonge-St.Clair,97,2023,Distracted Driving,42
Yonge-St.Clair,97,2023,Other HTA,115
Yonge-St.Clair,97,2023,Speeding,151
York University Heights,27,2014,Aggressive Driving,372
York University Heights,27,2014,All CAIA,277
York University Heights,27,2014,Distracted Driving,77
York University Heights,27,2014,Other HTA,618
York University Heights,27,2014,Speeding,312
York University Heights,27,2015,Aggressive Driving,342
York University Heights,27,2015,All CAIA,244
York University Heights,27,2015,Distracted Driving,61
York University Heights,27,2015,Other HTA,613
York University Heights,27,2015,Speeding,306
York University Heights,27,2016,Aggressive Driving,419
York University Heights,27,2016,All CAIA,301
York University Heights,27,2016,Distracted Driving,43
York University Heights,27,2016,Other HTA,790
York University Heights,27,2016,Speeding,669
York University Heights,27,2017,Aggressive Driving,339
York University Heights,27,2017,All CAIA,299
York University Heights,27,2017,Distracted Driving,37
York University Heights,27,2017,Other HTA,806
York University Heights,27,2017,Speeding,615
York University Heights,27,2018,Aggressive Driving,621
York University Heights,27,2018,All CAIA,253
York University Heights,27,2018,Distracted Driving,85
York University Heights,27,2018,Other HTA,711
York University Heights,27,2018,Speeding,227
York University Heights,27,2019,Aggressive Driving,446
York University Heights,27,2019,All CAIA,181
York University Heights,27,2019,Distracted Driving,32
York University Heights,27,2019,Other HTA,601
York University Heights,27,2019,Speeding,134
York University Heights,27,2020,Aggressive Driving,349
York University Heights,27,2020,All CAIA,189
York University Heights,27,2020,Distracted Driving,34
York University Heights,27,2020,Other HTA,478
York University Heights,27,2020,Speeding,1067
York University Heights,27,2021,Aggressive Driving,282
York University Heights,27,2021,All CAIA,99
York University Heights,27,2021,Distracted Driving,34
York University Heights,27,2021,Other HTA,317
York University Heights,27,2021,Speeding,701
York University Heights,27,2022,Aggressive Driving,366
York University Heights,27,2022,All CAIA,111
York University Heights,27,2022,Distracted Driving,44
York University Heights,27,2022,Other HTA,401
York University Heights,27,2022,Speeding,963
York University Heights,27,2023,Aggressive Driving,527
York University Heights,27,2023,All CAIA,168
York University Heights,27,2023,Distracted Driving,69
York University Heights,27,2023,Other HTA,808
York University Heights,27,2023,Speeding,449
Yorkdale-Glen Park,31,2014,Aggressive Driving,270
Yorkdale-Glen Park,31,2014,All CAIA,186
Yorkdale-Glen Park,31,2014,Distracted Driving,112
Yorkdale-Glen Park,31,2014,Other HTA,506
Yorkdale-Glen Park,31,2014,Speeding,84
Yorkdale-Glen Park,31,2015,Aggressive Driving,379
Yorkdale-Glen Park,31,2015,All CAIA,200
Yorkdale-Glen Park,31,2015,Distracted Driving,119
Yorkdale-Glen Park,31,2015,Other HTA,552
Yorkdale-Glen Park,31,2015,Speeding,245
Yorkdale-Glen Park,31,2016,Aggressive Driving,523
Yorkdale-Glen Park,31,2016,All CAIA,281
Yorkdale-Glen Park,31,2016,Distracted Driving,106
Yorkdale-Glen Park,31,2016,Other HTA,645
Yorkdale-Glen Park,31,2016,Speeding,568
