NEIGHBOURHOOD_158,HOOD_158,OFFENCE_YEAR,OFFENCE_CATEGORY,Total_Tickets
Kingsview Village-The Westway,6,2020,All CAIA,58
Kingsview Village-The Westway,6,2020,Distracted Driving,13
Kingsview Village-The Westway,6,2020,Other HTA,125
Kingsview Village-The Westway,6,2020,Speeding,131
Kingsview Village-The Westway,6,2021,Aggressive Driving,53
Kingsview Village-The Westway,6,2021,All CAIA,37
Kingsview Village-The Westway,6,2021,Distracted Driving,24
Kingsview Village-The Westway,6,2021,Other HTA,114
Kingsview Village-The Westway,6,2021,Speeding,128
Kingsview Village-The Westway,6,2022,Aggressive Driving,34
Kingsview Village-The Westway,6,2022,All CAIA,20
Kingsview Village-The Westway,6,2022,Distracted Driving,20
Kingsview Village-The Westway,6,2022,Other HTA,82
Kingsview Village-The Westway,6,2022,Speeding,100
Kingsview Village-The Westway,6,2023,Aggressive Driving,66
Kingsview Village-The Westway,6,2023,All CAIA,29
Kingsview Village-The Westway,6,2023,Distracted Driving,58
Kingsview Village-The Westway,6,2023,Other HTA,128
Kingsview Village-The Westway,6,2023,Speeding,26
Kingsway South,15,2014,Aggressive Driving,32
Kingsway South,15,2014,All CAIA,20
Kingsway South,15,2014,Distracted Driving,4
Kingsway South,15,2014,Other HTA,30
Kingsway South,15,2014,Speeding,56
Kingsway South,15,2015,Aggressive Driving,64
Kingsway South,15,2015,All CAIA,41
Kingsway South,15,2015,Distracted Driving,10
Kingsway South,15,2015,Other HTA,86
Kingsway South,15,2015,Speeding,46
Kingsway South,15,2016,Aggressive Driving,143
Kingsway South,15,2016,All CAIA,55
Kingsway South,15,2016,Distracted Driving,7
Kingsway South,15,2016,Other HTA,96
Kingsway South,15,2016,Speeding,190
Kingsway South,15,2017,Aggressive Driving,198
Kingsway South,15,2017,All CAIA,40
Kingsway South,15,2017,Distracted Driving,2
Kingsway South,15,2017,Other HTA,60
Kingsway South,15,2017,Speeding,96
Kingsway South,15,2018,Aggressive Driving,151
Kingsway South,15,2018,All CAIA,31
Kingsway South,15,2018,Distracted Driving,11
Kingsway South,15,2018,Other HTA,62
Kingsway South,15,2018,Speeding,56
Kingsway South,15,2019,Aggressive Driving,67
Kingsway South,15,2019,All CAIA,19
Kingsway South,15,2019,Distracted Driving,5
Kingsway South,15,2019,Other HTA,51
Kingsway South,15,2019,Speeding,44
Kingsway South,15,2020,Aggressive Driving,73
Kingsway South,15,2020,All CAIA,33
Kingsway South,15,2020,Distracted Driving,10
Kingsway South,15,2020,Other HTA,73
Kingsway South,15,2020,Speeding,363
Kingsway South,15,2021,Aggressive Driving,43
Kingsway South,15,2021,All CAIA,39
Kingsway South,15,2021,Distracted Driving,7
Kingsway South,15,2021,Other HTA,54
Kingsway South,15,2021,Speeding,312
Kingsway South,15,2022,Aggressive Driving,28
Kingsway South,15,2022,All CAIA,16
Kingsway South,15,2022,Distracted Driving,17
Kingsway South,15,2022,Other HTA,60
Kingsway South,15,2022,Speeding,133
Kingsway South,15,2023,Aggressive Driving,137
Kingsway South,15,2023,All CAIA,24
Kingsway South,15,2023,Distracted Driving,34
Kingsway South,15,2023,Other HTA,94
Kingsway South,15,2023,Speeding,42
L'Amoreaux West,147,2014,Aggressive Driving,81
L'Amoreaux West,147,2014,All CAIA,46
L'Amoreaux West,147,2014,Distracted Driving,21
L'Amoreaux West,147,2014,Other HTA,135
L'Amoreaux West,147,2014,Speeding,9
L'Amoreaux West,147,2015,Aggressive Driving,387
L'Amoreaux West,147,2015,All CAIA,64
L'Amoreaux West,147,2015,Distracted Driving,13
L'Amoreaux West,147,2015,Other HTA,194
L'Amoreaux West,147,2015,Speeding,17
L'Amoreaux West,147,2016,Aggressive Driving,366
L'Amoreaux West,147,2016,All CAIA,89
L'Amoreaux West,147,2016,Distracted Driving,15
L'Amoreaux West,147,2016,Other HTA,200
L'Amoreaux West,147,2016,Speeding,32
L'Amoreaux West,147,2017,Aggressive Driving,320
L'Amoreaux West,147,2017,All CAIA,78
L'Amoreaux West,147,2017,Distracted Driving,9
L'Amoreaux West,147,2017,Other HTA,205
L'Amoreaux West,147,2017,Speeding,12
L'Amoreaux West,147,2018,Aggressive Driving,224
L'Amoreaux West,147,2018,All CAIA,93
L'Amoreaux West,147,2018,Distracted Driving,10
L'Amoreaux West,147,2018,Other HTA,179
L'Amoreaux West,147,2018,Speeding,25
L'Amoreaux West,147,2019,Aggressive Driving,83
L'Amoreaux West,147,2019,All CAIA,68
L'Amoreaux West,147,2019,Distracted Driving,9
L'Amoreaux West,147,2019,Other HTA,182
L'Amoreaux West,147,2019,Speeding,20
L'Amoreaux West,147,2020,Aggressive Driving,70
L'Amoreaux West,147,2020,All CAIA,71
L'Amoreaux West,147,2020,Distracted Driving,9
L'Amoreaux West,147,2020,Other HTA,139
L'Amoreaux West,147,2020,Speeding,330
L'Amoreaux West,147,2021,Aggressive Driving,51
L'Amoreaux West,147,2021,All CAIA,53
L'Amoreaux West,147,2021,Distracted Driving,15
L'Amoreaux West,147,2021,Other HTA,101
L'Amoreaux West,147,2021,Speeding,153
L'Amoreaux West,147,2022,Aggressive Driving,55
L'Amoreaux West,147,2022,All CAIA,24
L'Amoreaux West,147,2022,Distracted Driving,14
L'Amoreaux West,147,2022,Other HTA,59
L'Amoreaux West,147,2022,Speeding,69
L'Amoreaux West,147,2023,Aggressive Driving,85
L'Amoreaux West,147,2023,All CAIA,23
L'Amoreaux West,147,2023,Distracted Driving,17
L'Amoreaux West,147,2023,Other HTA,58
L'Amoreaux West,147,2023,Speeding,36
Lambton Baby Point,114,2014,Aggressive Driving,34
Lambton Baby Point,114,2014,All CAIA,16
Lambton Baby Point,114,2014,Distracted Driving,2
Lambton Baby Point,114,2014,Other HTA,32
Lambton Baby Point,114,2014,Speeding,56
Lambton Baby Point,114,2015,Aggressive Driving,20
Lambton Baby Point,114,2015,All CAIA,7
Lambton Baby Point,114,2015,Distracted Driving,2
Lambton Baby Point,114,2015,Other HTA,26
Lambton Baby Point,114,2015,Speeding,48
Lambton Baby Point,114,2016,Aggressive Driving,32
Lambton Baby Point,114,2016,All CAIA,24
Lambton Baby Point,114,2016,Other HTA,35
Lambton Baby Point,114,2016,Speeding,144
Lambton Baby Point,114,2017,Aggressive Driving,5
Lambton Baby Point,114,2017,All CAIA,20
Lambton Baby Point,114,2017,Distracted Driving,1
Lambton Baby Point,114,2017,Other HTA,28
Lambton Baby Point,114,2017,Speeding,95
Lambton Baby Point,114,2018,Aggressive Driving,7
Lambton Baby Point,114,2018,All CAIA,9
Lambton Baby Point,114,2018,Other HTA,16
Lambton Baby Point,114,2018,Speeding,32
Lambton Baby Point,114,2019,Aggressive Driving,11
Lambton Baby Point,114,2019,All CAIA,6
Lambton Baby Point,114,2019,Distracted Driving,1
Lambton Baby Point,114,2019,Other HTA,25
Lambton Baby Point,114,2019,Speeding,16
Lambton Baby Point,114,2020,Aggressive Driving,22
Lambton Baby Point,114,2020,All CAIA,22
Lambton Baby Point,114,2020,Distracted Driving,2
Lambton Baby Point,114,2020,Other HTA,49
Lambton Baby Point,114,2020,Speeding,44
Lambton Baby Point,114,2021,Aggressive Driving,17
Lambton Baby Point,114,2021,All CAIA,9
Lambton Baby Point,114,2021,Distracted Driving,1
Lambton Baby Point,114,2021,Other HTA,16
Lambton Baby Point,114,2021,Speeding,34
Lambton Baby Point,114,2022,Aggressive Driving,25
Lambton Baby Point,114,2022,All CAIA,12
Lambton Baby Point,114,2022,Distracted Driving,2
Lambton Baby Point,114,2022,Other HTA,26
Lambton Baby Point,114,2022,Speeding,32
Lambton Baby Point,114,2023,Aggressive Driving,8
Lambton Baby Point,114,2023,All CAIA,6
Lambton Baby Point,114,2023,Distracted Driving,4
Lambton Baby Point,114,2023,Other HTA,26
Lambton Baby Point,114,2023,Speeding,5
Lansing-Westgate,38,2014,Aggressive Driving,142
Lansing-Westgate,38,2014,All CAIA,90
Lansing-Westgate,38,2014,Distracted Driving,28
Lansing-Westgate,38,2014,Other HTA,190
Lansing-Westgate,38,2014,Speeding,91
Lansing-Westgate,38,2015,Aggressive Driving,277
Lansing-Westgate,38,2015,All CAIA,129
Lansing-Westgate,38,2015,Distracted Driving,51
Lansing-Westgate,38,2015,Other HTA,325
Lansing-Westgate,38,2015,Speeding,117
Lansing-Westgate,38,2016,Aggressive Driving,198
Lansing-Westgate,38,2016,All CAIA,78
Lansing-Westgate,38,2016,Distracted Driving,30
Lansing-Westgate,38,2016,Other HTA,215
Lansing-Westgate,38,2016,Speeding,61
Lansing-Westgate,38,2017,Aggressive Driving,111
Lansing-Westgate,38,2017,All CAIA,70
Lansing-Westgate,38,2017,Distracted Driving,33
Lansing-Westgate,38,2017,Other HTA,219
Lansing-Westgate,38,2017,Speeding,25
Lansing-Westgate,38,2018,Aggressive Driving,137
Lansing-Westgate,38,2018,All CAIA,60
Lansing-Westgate,38,2018,Distracted Driving,42
Lansing-Westgate,38,2018,Other HTA,214
Lansing-Westgate,38,2018,Speeding,74
Lansing-Westgate,38,2019,Aggressive Driving,215
Lansing-Westgate,38,2019,All CAIA,79
Lansing-Westgate,38,2019,Distracted Driving,35
Lansing-Westgate,38,2019,Other HTA,242
Lansing-Westgate,38,2019,Speeding,63
Lansing-Westgate,38,2020,Aggressive Driving,188
Lansing-Westgate,38,2020,All CAIA,53
Lansing-Westgate,38,2020,Distracted Driving,17
Lansing-Westgate,38,2020,Other HTA,141
Lansing-Westgate,38,2020,Speeding,174
Lansing-Westgate,38,2021,Aggressive Driving,81
Lansing-Westgate,38,2021,All CAIA,31
Lansing-Westgate,38,2021,Distracted Driving,10
Lansing-Westgate,38,2021,Other HTA,111
Lansing-Westgate,38,2021,Speeding,120
Lansing-Westgate,38,2022,Aggressive Driving,51
Lansing-Westgate,38,2022,All CAIA,22
Lansing-Westgate,38,2022,Distracted Driving,11
Lansing-Westgate,38,2022,Other HTA,104
Lansing-Westgate,38,2022,Speeding,33
Lansing-Westgate,38,2023,Aggressive Driving,88
Lansing-Westgate,38,2023,All CAIA,39
Lansing-Westgate,38,2023,Distracted Driving,23
Lansing-Westgate,38,2023,Other HTA,155
Lansing-Westgate,38,2023,Speeding,20
Lawrence Park North,105,2014,Aggressive Driving,64
Lawrence Park North,105,2014,All CAIA,25
Lawrence Park North,105,2014,Distracted Driving,4
Lawrence Park North,105,2014,Other HTA,40
Lawrence Park North,105,2014,Speeding,5
Lawrence Park North,105,2015,Aggressive Driving,105
Lawrence Park North,105,2015,All CAIA,37
Lawrence Park North,105,2015,Distracted Driving,5
Lawrence Park North,105,2015,Other HTA,76
Lawrence Park North,105,2015,Speeding,11
Lawrence Park North,105,2016,Aggressive Driving,67
Lawrence Park North,105,2016,All CAIA,15
Lawrence Park North,105,2016,Distracted Driving,1
Lawrence Park North,105,2016,Other HTA,45
Lawrence Park North,105,2016,Speeding,7
Lawrence Park North,105,2017,Aggressive Driving,30
Lawrence Park North,105,2017,All CAIA,9
Lawrence Park North,105,2017,Distracted Driving,13
Lawrence Park North,105,2017,Other HTA,22
Lawrence Park North,105,2017,Speeding,1
Lawrence Park North,105,2018,Aggressive Driving,75
Lawrence Park North,105,2018,All CAIA,14
Lawrence Park North,105,2018,Distracted Driving,8
Lawrence Park North,105,2018,Other HTA,48
Lawrence Park North,105,2018,Speeding,1
Lawrence Park North,105,2019,Aggressive Driving,211
Lawrence Park North,105,2019,All CAIA,52
Lawrence Park North,105,2019,Distracted Driving,3
Lawrence Park North,105,2019,Other HTA,49
Lawrence Park North,105,2019,Speeding,2
Lawrence Park North,105,2020,Aggressive Driving,66
Lawrence Park North,105,2020,All CAIA,11
Lawrence Park North,105,2020,Distracted Driving,1
Lawrence Park North,105,2020,Other HTA,25
Lawrence Park North,105,2020,Speeding,21
Lawrence Park North,105,2021,Aggressive Driving,74
Lawrence Park North,105,2021,All CAIA,22
Lawrence Park North,105,2021,Distracted Driving,4
Lawrence Park North,105,2021,Other HTA,38
Lawrence Park North,105,2021,Speeding,34
Lawrence Park North,105,2022,Aggressive Driving,33
Lawrence Park North,105,2022,All CAIA,4
Lawrence Park North,105,2022,Distracted Driving,12
Lawrence Park North,105,2022,Other HTA,25
Lawrence Park North,105,2022,Speeding,5
Lawrence Park North,105,2023,Aggressive Driving,223
Lawrence Park North,105,2023,All CAIA,48
Lawrence Park North,105,2023,Distracted Driving,47
Lawrence Park North,105,2023,Other HTA,187
Lawrence Park North,105,2023,Speeding,14
Lawrence Park South,103,2014,Aggressive Driving,152
Lawrence Park South,103,2014,All CAIA,55
Lawrence Park South,103,2014,Distracted Driving,15
Lawrence Park South,103,2014,Other HTA,104
Lawrence Park South,103,2014,Speeding,52
Lawrence Park South,103,2015,Aggressive Driving,125
Lawrence Park South,103,2015,All CAIA,34
Lawrence Park South,103,2015,Distracted Driving,25
Lawrence Park South,103,2015,Other HTA,140
Lawrence Park South,103,2015,Speeding,85
Lawrence Park South,103,2016,Aggressive Driving,136
Lawrence Park South,103,2016,All CAIA,49
Lawrence Park South,103,2016,Distracted Driving,18
Lawrence Park South,103,2016,Other HTA,122
Lawrence Park South,103,2016,Speeding,120
Lawrence Park South,103,2017,Aggressive Driving,111
Lawrence Park South,103,2017,All CAIA,58
Lawrence Park South,103,2017,Distracted Driving,24
Lawrence Park South,103,2017,Other HTA,119
Lawrence Park South,103,2017,Speeding,123
Lawrence Park South,103,2018,Aggressive Driving,56
Lawrence Park South,103,2018,All CAIA,49
Lawrence Park South,103,2018,Distracted Driving,8
Lawrence Park South,103,2018,Other HTA,114
Lawrence Park South,103,2018,Speeding,260
Lawrence Park South,103,2019,Aggressive Driving,58
Lawrence Park South,103,2019,All CAIA,67
Lawrence Park South,103,2019,Distracted Driving,10
Lawrence Park South,103,2019,Other HTA,148
Lawrence Park South,103,2019,Speeding,798
Lawrence Park South,103,2020,Aggressive Driving,219
Lawrence Park South,103,2020,All CAIA,101
Lawrence Park South,103,2020,Distracted Driving,20
Lawrence Park South,103,2020,Other HTA,246
Lawrence Park South,103,2020,Speeding,1131
Lawrence Park South,103,2021,Aggressive Driving,58
Lawrence Park South,103,2021,All CAIA,76
Lawrence Park South,103,2021,Distracted Driving,39
Lawrence Park South,103,2021,Other HTA,211
Lawrence Park South,103,2021,Speeding,884
Lawrence Park South,103,2022,Aggressive Driving,89
Lawrence Park South,103,2022,All CAIA,90
Lawrence Park South,103,2022,Distracted Driving,47
Lawrence Park South,103,2022,Other HTA,188
Lawrence Park South,103,2022,Speeding,526
Lawrence Park South,103,2023,Aggressive Driving,99
Lawrence Park South,103,2023,All CAIA,92
Lawrence Park South,103,2023,Distracted Driving,7
Lawrence Park South,103,2023,Other HTA,156
Lawrence Park South,103,2023,Speeding,541
Leaside-Bennington,56,2014,Aggressive Driving,258
Leaside-Bennington,56,2014,All CAIA,67
Leaside-Bennington,56,2014,Distracted Driving,33
Leaside-Bennington,56,2014,Other HTA,180
Leaside-Bennington,56,2014,Speeding,118
Leaside-Bennington,56,2015,Aggressive Driving,496
Leaside-Bennington,56,2015,All CAIA,109
Leaside-Bennington,56,2015,Distracted Driving,43
Leaside-Bennington,56,2015,Other HTA,221
Leaside-Bennington,56,2015,Speeding,125
Leaside-Bennington,56,2016,Aggressive Driving,520
Leaside-Bennington,56,2016,All CAIA,147
Leaside-Bennington,56,2016,Distracted Driving,28
Leaside-Bennington,56,2016,Other HTA,292
Leaside-Bennington,56,2016,Speeding,71
Leaside-Bennington,56,2017,Aggressive Driving,747
Leaside-Bennington,56,2017,All CAIA,201
Leaside-Bennington,56,2017,Distracted Driving,19
Leaside-Bennington,56,2017,Other HTA,304
Leaside-Bennington,56,2017,Speeding,140
Leaside-Bennington,56,2018,Aggressive Driving,1120
Leaside-Bennington,56,2018,All CAIA,213
Leaside-Bennington,56,2018,Distracted Driving,20
Leaside-Bennington,56,2018,Other HTA,402
Leaside-Bennington,56,2018,Speeding,159
Leaside-Bennington,56,2019,Aggressive Driving,950
Leaside-Bennington,56,2019,All CAIA,216
Leaside-Bennington,56,2019,Distracted Driving,13
Leaside-Bennington,56,2019,Other HTA,464
Leaside-Bennington,56,2019,Speeding,709
Leaside-Bennington,56,2020,Aggressive Driving,682
Leaside-Bennington,56,2020,All CAIA,104
Leaside-Bennington,56,2020,Distracted Driving,21
Leaside-Bennington,56,2020,Other HTA,303
Leaside-Bennington,56,2020,Speeding,710
Leaside-Bennington,56,2021,Aggressive Driving,372
Leaside-Bennington,56,2021,All CAIA,103
Leaside-Bennington,56,2021,Distracted Driving,73
Leaside-Bennington,56,2021,Other HTA,219
Leaside-Bennington,56,2021,Speeding,904
Leaside-Bennington,56,2022,Aggressive Driving,127
Leaside-Bennington,56,2022,All CAIA,126
Leaside-Bennington,56,2022,Distracted Driving,42
Leaside-Bennington,56,2022,Other HTA,308
Leaside-Bennington,56,2022,Speeding,1367
Leaside-Bennington,56,2023,Aggressive Driving,327
Leaside-Bennington,56,2023,All CAIA,106
Leaside-Bennington,56,2023,Distracted Driving,35
Leaside-Bennington,56,2023,Other HTA,303
Leaside-Bennington,56,2023,Speeding,1032
Little Portugal,84,2014,Aggressive Driving,102
Little Portugal,84,2014,All CAIA,59
Little Portugal,84,2014,Distracted Driving,26
Little Portugal,84,2014,Other HTA,152
Little Portugal,84,2014,Speeding,50
Little Portugal,84,2015,Aggressive Driving,194
Little Portugal,84,2015,All CAIA,67
Little Portugal,84,2015,Distracted Driving,21
Little Portugal,84,2015,Other HTA,215
Little Portugal,84,2015,Speeding,72
Little Portugal,84,2016,Aggressive Driving,363
Little Portugal,84,2016,All CAIA,101
Little Portugal,84,2016,Distracted Driving,33
Little Portugal,84,2016,Other HTA,243
Little Portugal,84,2016,Speeding,47
Little Portugal,84,2017,Aggressive Driving,165
Little Portugal,84,2017,All CAIA,66
Little Portugal,84,2017,Distracted Driving,21
Little Portugal,84,2017,Other HTA,200
Little Portugal,84,2017,Speeding,3
Little Portugal,84,2018,Aggressive Driving,143
Little Portugal,84,2018,All CAIA,42
Little Portugal,84,2018,Distracted Driving,29
Little Portugal,84,2018,Other HTA,174
Little Portugal,84,2018,Speeding,2
Little Portugal,84,2019,Aggressive Driving,333
Little Portugal,84,2019,All CAIA,105
Little Portugal,84,2019,Distracted Driving,83
Little Portugal,84,2019,Other HTA,216
Little Portugal,84,2019,Speeding,5
Little Portugal,84,2020,Aggressive Driving,145
Little Portugal,84,2020,All CAIA,62
Little Portugal,84,2020,Distracted Driving,31
Little Portugal,84,2020,Other HTA,224
Little Portugal,84,2020,Speeding,201
Little Portugal,84,2021,Aggressive Driving,132
Little Portugal,84,2021,All CAIA,50
Little Portugal,84,2021,Distracted Driving,23
Little Portugal,84,2021,Other HTA,134
Little Portugal,84,2021,Speeding,69
Little Portugal,84,2022,Aggressive Driving,163
Little Portugal,84,2022,All CAIA,65
Little Portugal,84,2022,Distracted Driving,20
Little Portugal,84,2022,Other HTA,220
Little Portugal,84,2022,Speeding,37
Little Portugal,84,2023,Aggressive Driving,130
Little Portugal,84,2023,All CAIA,41
Little Portugal,84,2023,Distracted Driving,21
Little Portugal,84,2023,Other HTA,344
Little Portugal,84,2023,Speeding,13
Long Branch,19,2014,Aggressive Driving,66
Long Branch,19,2014,All CAIA,22
Long Branch,19,2014,Distracted Driving,3
Long Branch,19,2014,Other HTA,51
Long Branch,19,2014,Speeding,3
Long Branch,19,2015,Aggressive Driving,54
Long Branch,19,2015,All CAIA,52
Long Branch,19,2015,Distracted Driving,6
Long Branch,19,2015,Other HTA,128
Long Branch,19,2015,Speeding,123
Long Branch,19,2016,Aggressive Driving,258
Long Branch,19,2016,All CAIA,71
Long Branch,19,2016,Distracted Driving,4
Long Branch,19,2016,Other HTA,147
Long Branch,19,2016,Speeding,118
Long Branch,19,2017,Aggressive Driving,33
Long Branch,19,2017,All CAIA,30
Long Branch,19,2017,Distracted Driving,2
Long Branch,19,2017,Other HTA,120
Long Branch,19,2017,Speeding,42
Long Branch,19,2018,Aggressive Driving,36
Long Branch,19,2018,All CAIA,28
Long Branch,19,2018,Distracted Driving,7
Long Branch,19,2018,Other HTA,83
Long Branch,19,2018,Speeding,31
Long Branch,19,2019,Aggressive Driving,20
Long Branch,19,2019,All CAIA,8
Long Branch,19,2019,Distracted Driving,2
Long Branch,19,2019,Other HTA,59
Long Branch,19,2019,Speeding,23
Long Branch,19,2020,Aggressive Driving,22
Long Branch,19,2020,All CAIA,11
Long Branch,19,2020,Distracted Driving,4
Long Branch,19,2020,Other HTA,43
Long Branch,19,2020,Speeding,15
Long Branch,19,2021,Aggressive Driving,17
Long Branch,19,2021,All CAIA,12
Long Branch,19,2021,Distracted Driving,3
Long Branch,19,2021,Other HTA,35
Long Branch,19,2021,Speeding,55
Long Branch,19,2022,Aggressive Driving,31
Long Branch,19,2022,All CAIA,12
Long Branch,19,2022,Distracted Driving,3
Long Branch,19,2022,Other HTA,48
Long Branch,19,2022,Speeding,33
Long Branch,19,2023,Aggressive Driving,41
Long Branch,19,2023,All CAIA,21
Long Branch,19,2023,Distracted Driving,4
Long Branch,19,2023,Other HTA,84
Long Branch,19,2023,Speeding,16
Malvern East,146,2014,Aggressive Driving,165
Malvern East,146,2014,All CAIA,122
Malvern East,146,2014,Distracted Driving,33
Malvern East,146,2014,Other HTA,376
Malvern East,146,2014,Speeding,47
Malvern East,146,2015,Aggressive Driving,280
Malvern East,146,2015,All CAIA,204
Malvern East,146,2015,Distracted Driving,57
Malvern East,146,2015,Other HTA,568
Malvern East,146,2015,Speeding,367
Malvern East,146,2016,Aggressive Driving,284
Malvern East,146,2016,All CAIA,207
Malvern East,146,2016,Distracted Driving,62
Malvern East,146,2016,Other HTA,598
Malvern East,146,2016,Speeding,246
Malvern East,146,2017,Aggressive Driving,168
Malvern East,146,2017,All CAIA,164
Malvern East,146,2017,Distracted Driving,33
Malvern East,146,2017,Other HTA,470
Malvern East,146,2017,Speeding,131
Malvern East,146,2018,Aggressive Driving,152
Malvern East,146,2018,All CAIA,142
Malvern East,146,2018,Distracted Driving,31
Malvern East,146,2018,Other HTA,422
Malvern East,146,2018,Speeding,251
Malvern East,146,2019,Aggressive Driving,137
Malvern East,146,2019,All CAIA,171
Malvern East,146,2019,Distracted Driving,23
Malvern East,146,2019,Other HTA,454
Malvern East,146,2019,Speeding,236
Malvern East,146,2020,Aggressive Driving,142
Malvern East,146,2020,All CAIA,123
Malvern East,146,2020,Distracted Driving,31
Malvern East,146,2020,Other HTA,357
Malvern East,146,2020,Speeding,420
Malvern East,146,2021,Aggressive Driving,92
Malvern East,146,2021,All CAIA,135
Malvern East,146,2021,Distracted Driving,28
Malvern East,146,2021,Other HTA,269
Malvern East,146,2021,Speeding,613
Malvern East,146,2022,Aggressive Driving,97
Malvern East,146,2022,All CAIA,114
Malvern East,146,2022,Distracted Driving,34
Malvern East,146,2022,Other HTA,304
Malvern East,146,2022,Speeding,491
Malvern East,146,2023,Aggressive Driving,44
Malvern East,146,2023,All CAIA,46
Malvern East,146,2023,Distracted Driving,22
Malvern East,146,2023,Other HTA,210
Malvern East,146,2023,Speeding,237
Malvern West,145,2014,Aggressive Driving,177
Malvern West,145,2014,All CAIA,108
Malvern West,145,2014,Distracted Driving,33
Malvern West,145,2014,Other HTA,389
Malvern West,145,2014,Speeding,104
Malvern West,145,2015,Aggressive Driving,192
Malvern West,145,2015,All CAIA,163
Malvern West,145,2015,Distracted Driving,44
Malvern West,145,2015,Other HTA,467
Malvern West,145,2015,Speeding,155
Malvern West,145,2016,Aggressive Driving,206
Malvern West,145,2016,All CAIA,151
Malvern West,145,2016,Distracted Driving,31
Malvern West,145,2016,Other HTA,524
Malvern West,145,2016,Speeding,166
Malvern West,145,2017,Aggressive Driving,207
Malvern West,145,2017,All CAIA,136
Malvern West,145,2017,Distracted Driving,26
Malvern West,145,2017,Other HTA,382
Malvern West,145,2017,Speeding,190
Malvern West,145,2018,Aggressive Driving,252
Malvern West,145,2018,All CAIA,188
Malvern West,145,2018,Distracted Driving,32
Malvern West,145,2018,Other HTA,468
Malvern West,145,2018,Speeding,366
Malvern West,145,2019,Aggressive Driving,288
Malvern West,145,2019,All CAIA,215
Malvern West,145,2019,Distracted Driving,22
Malvern West,145,2019,Other HTA,571
Malvern West,145,2019,Speeding,261
Malvern West,145,2020,Aggressive Driving,243
Malvern West,145,2020,All CAIA,259
Malvern West,145,2020,Distracted Driving,27
Malvern West,145,2020,Other HTA,504
Malvern West,145,2020,Speeding,1994
Malvern West,145,2021,Aggressive Driving,259
Malvern West,145,2021,All CAIA,216
Malvern West,145,2021,Distracted Driving,53
Malvern West,145,2021,Other HTA,348
Malvern West,145,2021,Speeding,1283
Malvern West,145,2022,Aggressive Driving,294
Malvern West,145,2022,All CAIA,217
Malvern West,145,2022,Distracted Driving,56
Malvern West,145,2022,Other HTA,470
Malvern West,145,2022,Speeding,1489
Malvern West,145,2023,Aggressive Driving,376
Malvern West,145,2023,All CAIA,251
Malvern West,145,2023,Distracted Driving,49
Malvern West,145,2023,Other HTA,608
Malvern West,145,2023,Speeding,1773
Maple Leaf,29,2014,Aggressive Driving,510
Maple Leaf,29,2014,All CAIA,133
Maple Leaf,29,2014,Distracted Driving,12
Maple Leaf,29,2014,Other HTA,216
Maple Leaf,29,2014,Speeding,114
Maple Leaf,29,2015,Aggressive Driving,365
Maple Leaf,29,2015,All CAIA,93
Maple Leaf,29,2015,Distracted Driving,10
Maple Leaf,29,2015,Other HTA,130
Maple Leaf,29,2015,Speeding,84
Maple Leaf,29,2016,Aggressive Driving,265
Maple Leaf,29,2016,All CAIA,96
Maple Leaf,29,2016,Distracted Driving,13
Maple Leaf,29,2016,Other HTA,159
Maple Leaf,29,2016,Speeding,135
Maple Leaf,29,2017,Aggressive Driving,358
Maple Leaf,29,2017,All CAIA,62
Maple Leaf,29,2017,Distracted Driving,3
Maple Leaf,29,2017,Other HTA,121
Maple Leaf,29,2017,Speeding,38
Maple Leaf,29,2018,Aggressive Driving,329
Maple Leaf,29,2018,All CAIA,102
Maple Leaf,29,2018,Distracted Driving,7
Maple Leaf,29,2018,Other HTA,173
Maple Leaf,29,2018,Speeding,39
Maple Leaf,29,2019,Aggressive Driving,298
Maple Leaf,29,2019,All CAIA,81
Maple Leaf,29,2019,Distracted Driving,14
Maple Leaf,29,2019,Other HTA,150
Maple Leaf,29,2019,Speeding,2
Maple Leaf,29,2020,Aggressive Driving,409
Maple Leaf,29,2020,All CAIA,88
Maple Leaf,29,2020,Distracted Driving,4
Maple Leaf,29,2020,Other HTA,164
Maple Leaf,29,2020,Speeding,157
Maple Leaf,29,2021,Aggressive Driving,253
Maple Leaf,29,2021,All CAIA,57
Maple Leaf,29,2021,Distracted Driving,8
Maple Leaf,29,2021,Other HTA,96
Maple Leaf,29,2021,Speeding,176
Maple Leaf,29,2022,Aggressive Driving,400
Maple Leaf,29,2022,All CAIA,105
Maple Leaf,29,2022,Distracted Driving,15
Maple Leaf,29,2022,Other HTA,196
Maple Leaf,29,2022,Speeding,106
Maple Leaf,29,2023,Aggressive Driving,501
Maple Leaf,29,2023,All CAIA,107
Maple Leaf,29,2023,Distracted Driving,16
Maple Leaf,29,2023,Other HTA,308
Maple Leaf,29,2023,Speeding,207
Markland Wood,12,2014,Aggressive Driving,18
Markland Wood,12,2014,All CAIA,10
Markland Wood,12,2014,Other HTA,17
Markland Wood,12,2014,Speeding,36
Markland Wood,12,2015,Aggressive Driving,34
Markland Wood,12,2015,All CAIA,31
Markland Wood,12,2015,Distracted Driving,5
Markland Wood,12,2015,Other HTA,50
Markland Wood,12,2015,Speeding,178
Markland Wood,12,2016,Aggressive Driving,28
Markland Wood,12,2016,All CAIA,22
Markland Wood,12,2016,Distracted Driving,2
Markland Wood,12,2016,Other HTA,55
Markland Wood,12,2016,Speeding,161
